ticket_id,company_id,company_name,industry,ai_agent_id,ai_agent_name,agent_tier,channel,category,region,created_at,resolved_at,resolution_time_min,first_response_sec,interaction_turns,was_escalated,resolution_status,customer_sentiment,satisfaction_score,complexity_flag
TKT-C001-08155,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,service_outage,Saint Petersburg,2024-04-02 08:35:53,2024-04-02 11:40:53,185,4,8,False,resolved_by_ai,positive,,True
TKT-C001-08156,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,device_support,Nizhny Novgorod,2024-01-07 16:47:48,2024-01-07 17:14:48,27,2,5,False,resolved_by_ai,positive,4.0,False
TKT-C001-08157,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,plan_upgrade,Novosibirsk,2024-06-01 01:37:17,2024-06-01 01:43:17,6,9,7,True,escalated_to_human,positive,2.0,False
TKT-C001-08158,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,internet_speed,Moscow,2024-06-27 10:09:23,2024-06-27 10:27:23,18,13,3,False,resolved_by_ai,positive,4.0,False
TKT-C001-08159,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,billing_dispute,Samara,2024-02-06 06:32:07,2024-02-06 07:20:07,48,8,1,False,resolved_by_ai,positive,5.0,False
TKT-C001-08160,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,plan_upgrade,Yekaterinburg,2024-03-01 02:14:12,2024-03-01 02:26:12,12,14,1,False,resolved_by_ai,positive,4.0,False
TKT-C001-08161,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,device_support,Moscow,2024-06-16 08:32:38,2024-06-16 09:19:38,47,4,6,False,resolved_by_ai,neutral,,False
TKT-C001-08162,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,plan_upgrade,Perm,2024-01-21 22:49:42,2024-01-21 23:14:42,25,9,8,False,resolved_by_ai,neutral,5.0,False
TKT-C001-08163,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,device_support,Moscow,2024-03-27 22:51:31,2024-03-27 23:10:31,19,11,7,False,resolved_by_ai,neutral,3.0,False
TKT-C001-08164,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,billing_dispute,Ufa,2024-01-30 17:56:49,2024-01-30 19:01:49,65,8,2,True,escalated_to_human,negative,1.0,False
TKT-C001-08165,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,number_porting,Saint Petersburg,2024-01-22 00:28:36,2024-01-22 00:48:36,20,14,3,False,resolved_by_ai,negative,4.0,False
TKT-C001-08166,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,plan_upgrade,Nizhny Novgorod,2024-01-04 19:50:40,2024-01-04 20:37:40,47,9,6,False,resolved_by_ai,neutral,5.0,False
TKT-C001-08167,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,plan_upgrade,Novosibirsk,2024-04-01 05:47:56,2024-04-01 05:54:56,7,10,4,False,resolved_by_ai,negative,5.0,False
TKT-C001-08168,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,plan_upgrade,Chelyabinsk,2024-05-21 20:15:15,2024-05-21 20:39:15,24,1,8,False,resolved_by_ai,positive,4.0,False
TKT-C001-08169,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,billing_dispute,Omsk,2024-05-02 19:24:45,2024-05-02 20:07:45,43,7,11,True,escalated_to_human,neutral,2.0,False
TKT-C001-08170,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,billing_dispute,Novosibirsk,2024-06-22 12:00:03,2024-06-22 12:31:03,31,5,5,True,escalated_to_human,positive,3.0,False
TKT-C001-08171,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,internet_speed,Nizhny Novgorod,2024-06-30 09:55:50,2024-06-30 10:17:50,22,14,5,True,escalated_to_human,negative,,False
TKT-C001-08172,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,service_outage,Krasnoyarsk,2024-05-03 01:46:07,2024-05-03 02:13:07,27,12,1,False,resolved_by_ai,neutral,1.0,True
TKT-C001-08173,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,billing_dispute,Novosibirsk,2024-03-30 03:22:08,2024-03-30 03:42:08,20,11,2,True,escalated_to_human,negative,,False
TKT-C001-08174,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,device_support,Samara,2024-06-01 13:40:49,2024-06-01 14:04:49,24,10,6,False,resolved_by_ai,positive,3.0,False
TKT-C001-08175,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,plan_upgrade,Krasnoyarsk,2024-04-15 15:05:37,2024-04-15 15:29:37,24,11,3,False,resolved_by_ai,positive,4.0,False
TKT-C001-08176,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,billing_dispute,Moscow,2024-06-20 07:43:08,2024-06-20 07:49:08,6,3,3,False,resolved_by_ai,positive,,False
TKT-C001-08177,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,device_support,Novosibirsk,2024-04-19 21:23:49,2024-04-19 21:55:49,32,1,2,False,resolved_by_ai,positive,2.0,False
TKT-C001-08178,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,service_outage,Rostov-on-Don,2024-02-25 14:57:38,2024-02-25 15:34:38,37,8,3,False,resolved_by_ai,negative,,True
TKT-C001-08179,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,cancellation,Moscow,2024-05-11 06:46:47,2024-05-11 06:59:47,13,6,3,False,resolved_by_ai,neutral,,False
TKT-C001-08180,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,number_porting,Omsk,2024-03-12 07:34:16,2024-03-12 08:03:16,29,12,2,False,resolved_by_ai,positive,4.0,False
TKT-C001-08181,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,plan_upgrade,Nizhny Novgorod,2024-06-16 05:30:47,2024-06-16 05:42:47,12,6,6,False,resolved_by_ai,positive,5.0,False
TKT-C001-08182,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,device_support,Rostov-on-Don,2024-05-24 05:14:18,2024-05-24 05:28:18,14,1,2,False,resolved_by_ai,neutral,5.0,False
TKT-C001-08183,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,cancellation,Ufa,2024-03-05 15:02:04,2024-03-05 15:29:04,27,12,7,False,resolved_by_ai,neutral,4.0,False
TKT-C001-08184,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,billing_dispute,Chelyabinsk,2024-01-22 22:57:37,2024-01-22 23:42:37,45,5,1,False,resolved_by_ai,positive,4.0,False
TKT-C001-08185,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,internet_speed,Samara,2024-02-09 07:31:57,2024-02-09 07:38:57,7,9,1,False,resolved_by_ai,neutral,4.0,False
TKT-C001-08186,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,plan_upgrade,Samara,2024-03-19 07:02:09,2024-03-19 07:45:09,43,9,3,False,resolved_by_ai,positive,,False
TKT-C001-08187,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,roaming_issue,Chelyabinsk,2024-02-29 18:23:33,2024-02-29 18:42:33,19,13,7,False,resolved_by_ai,positive,5.0,False
TKT-C001-08188,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,number_porting,Volgograd,2024-03-10 03:08:24,2024-03-10 03:22:24,14,8,5,True,escalated_to_human,neutral,,False
TKT-C001-08189,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,service_outage,Ufa,2024-02-12 16:09:14,2024-02-12 18:58:14,169,8,5,False,resolved_by_ai,neutral,,True
TKT-C001-08190,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,device_support,Rostov-on-Don,2024-03-01 06:20:44,2024-03-01 06:30:44,10,6,6,False,resolved_by_ai,positive,4.0,False
TKT-C001-08191,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,billing_dispute,Chelyabinsk,2024-03-22 17:31:41,2024-03-22 17:45:41,14,10,1,False,resolved_by_ai,neutral,4.0,False
TKT-C001-08192,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,cancellation,Yekaterinburg,2024-06-15 17:46:22,2024-06-15 17:59:22,13,9,7,False,resolved_by_ai,positive,,False
TKT-C001-08193,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,billing_dispute,Moscow,2024-02-19 17:35:17,2024-02-19 17:56:17,21,1,6,False,resolved_by_ai,positive,2.0,False
TKT-C001-08194,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,device_support,Ufa,2024-06-26 08:38:57,2024-06-26 09:08:57,30,9,3,False,resolved_by_ai,neutral,,False
TKT-C001-08195,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,internet_speed,Yekaterinburg,2024-05-20 00:09:21,2024-05-20 00:44:21,35,6,5,False,resolved_by_ai,positive,,False
TKT-C001-08196,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,roaming_issue,Yekaterinburg,2024-02-08 21:39:22,2024-02-08 21:53:22,14,10,1,False,resolved_by_ai,positive,4.0,False
TKT-C001-08197,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,service_outage,Ufa,2024-04-29 11:57:25,2024-04-29 13:27:25,90,9,5,False,resolved_by_ai,neutral,1.0,True
TKT-C001-08198,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,service_outage,Perm,2024-04-13 04:47:48,2024-04-13 05:59:48,72,7,8,False,resolved_by_ai,positive,5.0,True
TKT-C001-08199,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,number_porting,Krasnoyarsk,2024-06-03 19:22:50,2024-06-03 19:28:50,6,12,4,False,resolved_by_ai,neutral,,False
TKT-C001-08200,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,service_outage,Chelyabinsk,2024-01-29 16:08:58,2024-01-29 17:49:58,101,11,6,False,resolved_by_ai,positive,2.0,True
TKT-C001-08201,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,device_support,Krasnoyarsk,2024-01-27 17:28:37,2024-01-27 17:42:37,14,11,5,False,resolved_by_ai,positive,4.0,False
TKT-C001-08202,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,plan_upgrade,Novosibirsk,2024-01-10 23:54:52,2024-01-11 00:22:52,28,14,3,False,resolved_by_ai,positive,4.0,False
TKT-C001-08203,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,billing_dispute,Rostov-on-Don,2024-06-06 15:34:51,2024-06-06 16:47:51,73,9,2,False,resolved_by_ai,positive,5.0,False
TKT-C001-08204,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,number_porting,Omsk,2024-02-14 21:11:45,2024-02-14 21:18:45,7,9,1,False,resolved_by_ai,positive,,False
TKT-C001-08205,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,cancellation,Moscow,2024-03-31 11:54:14,2024-03-31 12:23:14,29,11,6,False,resolved_by_ai,negative,4.0,False
TKT-C001-08206,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,service_outage,Krasnoyarsk,2024-02-23 14:05:58,2024-02-23 15:26:58,81,8,3,False,resolved_by_ai,positive,4.0,True
TKT-C001-08207,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,billing_dispute,Samara,2024-05-01 13:26:43,2024-05-01 16:06:43,160,2,8,False,resolved_by_ai,neutral,5.0,False
TKT-C001-08208,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,service_outage,Kazan,2024-03-05 09:20:04,2024-03-05 10:32:04,72,6,6,False,resolved_by_ai,positive,4.0,True
TKT-C001-08209,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,service_outage,Omsk,2024-03-26 13:08:13,2024-03-26 13:22:13,14,8,1,False,resolved_by_ai,positive,2.0,True
TKT-C001-08210,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,internet_speed,Rostov-on-Don,2024-06-14 12:16:12,2024-06-14 12:22:12,6,8,1,False,resolved_by_ai,negative,,False
TKT-C001-08211,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,billing_dispute,Ufa,2024-04-30 05:31:59,2024-04-30 06:08:59,37,13,6,False,resolved_by_ai,positive,,False
TKT-C001-08212,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,plan_upgrade,Kazan,2024-03-14 13:36:47,2024-03-14 13:44:47,8,12,4,False,resolved_by_ai,neutral,,False
TKT-C001-08213,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,plan_upgrade,Chelyabinsk,2024-01-26 23:28:23,2024-01-26 23:54:23,26,12,3,False,resolved_by_ai,neutral,,False
TKT-C001-08214,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,internet_speed,Ufa,2024-05-30 09:17:24,2024-05-30 09:35:24,18,4,5,True,escalated_to_human,negative,3.0,False
TKT-C001-08215,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,plan_upgrade,Krasnoyarsk,2024-02-29 16:09:12,2024-02-29 16:16:12,7,4,7,False,resolved_by_ai,neutral,,False
TKT-C001-08216,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,plan_upgrade,Nizhny Novgorod,2024-02-20 15:45:26,2024-02-20 16:06:26,21,14,3,False,resolved_by_ai,positive,3.0,False
TKT-C001-08217,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,internet_speed,Omsk,2024-06-05 08:12:30,2024-06-05 08:28:30,16,11,2,False,resolved_by_ai,positive,2.0,False
TKT-C001-08218,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,roaming_issue,Samara,2024-01-01 16:49:16,2024-01-01 16:55:16,6,9,8,False,resolved_by_ai,positive,4.0,False
TKT-C001-08219,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,number_porting,Chelyabinsk,2024-02-03 08:35:34,2024-02-03 09:14:34,39,3,2,False,resolved_by_ai,neutral,,False
TKT-C001-08220,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,number_porting,Krasnoyarsk,2024-05-27 07:14:31,2024-05-27 07:35:31,21,11,7,False,resolved_by_ai,neutral,,False
TKT-C001-08221,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,plan_upgrade,Saint Petersburg,2024-06-05 11:13:30,2024-06-05 11:16:30,3,13,5,False,resolved_by_ai,positive,4.0,False
TKT-C001-08222,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,roaming_issue,Voronezh,2024-02-13 05:37:20,2024-02-13 05:57:20,20,11,4,False,resolved_by_ai,neutral,,False
TKT-C001-08223,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,roaming_issue,Samara,2024-01-23 18:51:11,2024-01-23 19:09:11,18,2,3,False,resolved_by_ai,positive,,False
TKT-C001-08224,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,device_support,Saint Petersburg,2024-03-05 09:39:16,2024-03-05 10:14:16,35,8,2,False,resolved_by_ai,neutral,5.0,False
TKT-C001-08225,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,plan_upgrade,Rostov-on-Don,2024-05-26 12:04:33,2024-05-26 12:29:33,25,12,2,False,resolved_by_ai,negative,5.0,False
TKT-C001-08226,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,plan_upgrade,Krasnoyarsk,2024-02-17 14:07:34,2024-02-17 14:48:34,41,15,5,False,resolved_by_ai,negative,4.0,False
TKT-C001-08227,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,billing_dispute,Volgograd,2024-05-05 11:01:31,2024-05-05 11:41:31,40,6,2,False,resolved_by_ai,neutral,,False
TKT-C001-08228,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,roaming_issue,Krasnoyarsk,2024-06-21 04:16:31,2024-06-21 04:37:31,21,10,11,True,escalated_to_human,negative,2.0,False
TKT-C001-08229,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,device_support,Saint Petersburg,2024-04-19 22:19:21,2024-04-19 23:08:21,49,3,7,False,resolved_by_ai,positive,,False
TKT-C001-08230,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,device_support,Rostov-on-Don,2024-01-26 14:49:29,2024-01-26 15:13:29,24,14,4,False,resolved_by_ai,neutral,4.0,False
TKT-C001-08231,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,plan_upgrade,Krasnoyarsk,2024-04-26 23:12:36,2024-04-26 23:32:36,20,12,2,False,resolved_by_ai,positive,5.0,False
TKT-C001-08232,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,roaming_issue,Yekaterinburg,2024-03-10 11:00:16,2024-03-10 11:34:16,34,12,5,False,resolved_by_ai,positive,3.0,False
TKT-C001-08233,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,billing_dispute,Perm,2024-04-23 07:37:00,2024-04-23 07:52:00,15,6,7,False,resolved_by_ai,positive,2.0,False
TKT-C001-08234,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,device_support,Chelyabinsk,2024-06-22 18:07:40,2024-06-22 18:31:40,24,3,6,True,escalated_to_human,neutral,2.0,False
TKT-C001-08235,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,service_outage,Voronezh,2024-05-28 22:16:17,2024-05-28 23:00:17,44,9,12,True,escalated_to_human,neutral,,True
TKT-C001-08236,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,service_outage,Samara,2024-03-02 11:38:21,2024-03-02 14:46:21,188,10,12,True,escalated_to_human,neutral,,True
TKT-C001-08237,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,plan_upgrade,Novosibirsk,2024-01-02 05:31:43,2024-01-02 05:54:43,23,13,5,False,resolved_by_ai,positive,4.0,False
TKT-C001-08238,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,plan_upgrade,Moscow,2024-02-10 16:39:42,2024-02-10 16:48:42,9,8,2,False,resolved_by_ai,negative,3.0,False
TKT-C001-08239,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,cancellation,Yekaterinburg,2024-05-11 09:50:27,2024-05-11 12:03:27,133,8,6,False,resolved_by_ai,positive,5.0,False
TKT-C001-08240,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,cancellation,Volgograd,2024-05-11 20:40:49,2024-05-11 21:12:49,32,12,6,False,resolved_by_ai,positive,4.0,False
TKT-C001-08241,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,service_outage,Saint Petersburg,2024-06-16 22:45:08,2024-06-16 22:59:08,14,10,3,False,resolved_by_ai,neutral,,True
TKT-C001-08242,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,service_outage,Moscow,2024-05-12 10:51:01,2024-05-12 11:30:01,39,10,1,False,resolved_by_ai,neutral,3.0,True
TKT-C001-08243,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,device_support,Saint Petersburg,2024-04-03 20:30:37,2024-04-03 20:44:37,14,4,3,False,resolved_by_ai,positive,4.0,False
TKT-C001-08244,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,number_porting,Moscow,2024-01-19 16:24:10,2024-01-19 16:41:10,17,8,2,False,resolved_by_ai,positive,,False
TKT-C001-08245,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,device_support,Nizhny Novgorod,2024-06-24 23:12:46,2024-06-24 23:45:46,33,15,7,False,resolved_by_ai,negative,3.0,False
TKT-C001-08246,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,service_outage,Ufa,2024-06-16 10:51:31,2024-06-16 13:14:31,143,12,4,False,resolved_by_ai,positive,3.0,True
TKT-C001-08247,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,device_support,Omsk,2024-01-22 09:39:01,2024-01-22 09:51:01,12,7,3,False,resolved_by_ai,positive,4.0,False
TKT-C001-08248,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,plan_upgrade,Moscow,2024-01-29 13:00:48,2024-01-29 13:28:48,28,6,5,False,resolved_by_ai,positive,4.0,False
TKT-C001-08249,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,internet_speed,Volgograd,2024-04-02 08:57:44,2024-04-02 09:20:44,23,11,7,False,resolved_by_ai,neutral,,False
TKT-C001-08250,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,billing_dispute,Samara,2024-06-07 20:19:10,2024-06-07 21:12:10,53,12,3,False,resolved_by_ai,positive,,False
TKT-C001-08251,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,number_porting,Novosibirsk,2024-03-30 03:14:00,2024-03-30 03:23:00,9,12,8,False,resolved_by_ai,neutral,,False
TKT-C001-08252,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,billing_dispute,Kazan,2024-05-24 02:45:58,2024-05-24 03:07:58,22,5,1,False,resolved_by_ai,positive,4.0,False
TKT-C001-08253,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,internet_speed,Chelyabinsk,2024-04-11 23:46:49,2024-04-12 00:21:49,35,13,7,False,resolved_by_ai,neutral,,False
TKT-C001-08254,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,cancellation,Moscow,2024-06-09 20:20:18,2024-06-09 20:54:18,34,9,8,False,resolved_by_ai,positive,,False
TKT-C001-08255,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,number_porting,Nizhny Novgorod,2024-03-26 15:40:07,2024-03-26 16:10:07,30,9,3,False,resolved_by_ai,positive,,False
TKT-C001-08256,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,email,cancellation,Kazan,2024-04-18 13:10:40,2024-04-18 13:21:40,11,4,7,False,resolved_by_ai,negative,3.0,False
TKT-C001-08257,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,billing_dispute,Perm,2024-03-30 12:20:20,2024-03-30 12:54:20,34,9,6,False,resolved_by_ai,neutral,3.0,False
TKT-C001-08258,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,roaming_issue,Voronezh,2024-02-22 14:06:59,2024-02-22 14:22:59,16,11,3,True,escalated_to_human,positive,3.0,False
TKT-C001-08259,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,billing_dispute,Krasnoyarsk,2024-04-30 15:07:39,2024-04-30 15:38:39,31,11,10,True,escalated_to_human,negative,2.0,False
TKT-C001-08260,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,plan_upgrade,Perm,2024-06-17 17:08:52,2024-06-17 17:30:52,22,15,8,False,resolved_by_ai,neutral,5.0,False
TKT-C001-08261,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,plan_upgrade,Novosibirsk,2024-04-03 05:39:15,2024-04-03 05:56:15,17,17,1,False,resolved_by_ai,neutral,4.0,False
TKT-C001-08262,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,roaming_issue,Moscow,2024-05-25 06:52:00,2024-05-25 07:12:00,20,8,2,False,resolved_by_ai,positive,5.0,False
TKT-C001-08263,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,phone,plan_upgrade,Moscow,2024-05-12 23:33:24,2024-05-12 23:42:24,9,3,5,False,resolved_by_ai,neutral,,False
TKT-C001-08264,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,number_porting,Saint Petersburg,2024-02-06 14:53:33,2024-02-06 15:05:33,12,5,6,False,resolved_by_ai,neutral,,False
TKT-C001-08265,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,service_outage,Ufa,2024-05-07 05:27:35,2024-05-07 06:38:35,71,7,6,False,resolved_by_ai,positive,5.0,True
TKT-C001-08266,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,service_outage,Saint Petersburg,2024-01-23 18:08:59,2024-01-23 19:09:59,61,13,6,True,escalated_to_human,negative,3.0,True
TKT-C001-08267,C001,NovaTelecom,Telecommunications,AGT-PRO-2,TargetAI Pro v2.0,Pro,chat,device_support,Nizhny Novgorod,2024-06-15 11:18:19,2024-06-15 11:41:19,23,16,10,True,escalated_to_human,negative,3.0,False
